,Cell_ID,Ligand_Label
3300,Cell14830,0
3301,Cell10070,0
3302,Cell645,0
3303,Cell9594,0
3304,Cell31,0
3305,Cell5462,0
3306,Cell13743,0
3307,Cell11644,0
3308,Cell3416,0
3309,Cell10076,0
3310,Cell3128,0
3311,Cell11831,0
3312,Cell1296,0
3313,Cell15348,0
3314,Cell7772,0
3315,Cell8180,0
3316,Cell7519,0
3317,Cell4746,0
3318,Cell4576,0
3319,Cell12301,0
3320,Cell7430,0
3321,Cell13739,0
3322,Cell14876,0
3323,Cell10984,0
3324,Cell4385,0
3325,Cell8618,0
3326,Cell3285,0
3327,Cell12567,0
3328,Cell9584,0
3329,Cell3634,0
3330,Cell9253,0
3331,Cell7822,0
3332,Cell8507,0
3333,Cell13921,0
3334,Cell11210,0
3335,Cell15351,0
3336,Cell11687,0
3337,Cell5866,0
3338,Cell4522,0
3339,Cell3815,0
3340,Cell1577,0
3341,Cell6222,0
3342,Cell4355,0
3343,Cell13607,0
3344,Cell9487,0
3345,Cell9678,0
3346,Cell1354,0
3347,Cell7060,0
3348,Cell10861,0
3349,Cell4504,0
3350,Cell12165,0
3351,Cell7661,0
3352,Cell550,0
3353,Cell10436,0
3354,Cell10759,0
3355,Cell6989,0
3356,Cell9996,0
3357,Cell13073,0
3358,Cell327,0
3359,Cell7837,0
3360,Cell2582,0
3361,Cell545,0
3362,Cell5972,0
3363,Cell2896,0
3364,Cell6725,0
3365,Cell14331,0
3366,Cell15563,0
3367,Cell685,0
3368,Cell10927,0
3369,Cell14806,0
3370,Cell544,0
3371,Cell12987,0
3372,Cell8989,0
3373,Cell2472,0
3374,Cell4030,0
3375,Cell7654,0
3376,Cell2409,0
3377,Cell12872,0
3378,Cell7626,0
3379,Cell9856,0
3380,Cell4285,0
3381,Cell11679,0
3382,Cell547,0
3383,Cell8515,0
3384,Cell11733,0
3385,Cell12349,0
3386,Cell8969,0
3387,Cell9559,0
3388,Cell10372,0
3389,Cell6823,0
3390,Cell11837,0
3391,Cell13010,0
3392,Cell4033,0
3393,Cell1604,0
3394,Cell15647,0
3395,Cell1139,0
3396,Cell10537,0
3397,Cell1700,0
3398,Cell14593,0
3399,Cell12517,0
3400,Cell7472,0
3401,Cell8191,0
3402,Cell13698,0
3403,Cell1255,0
3404,Cell232,0
3405,Cell15805,0
3406,Cell8563,0
3407,Cell14058,0
3408,Cell13220,0
3409,Cell9599,0
3410,Cell13527,0
3411,Cell9715,0
3412,Cell4873,0
3413,Cell8931,0
3414,Cell4837,0
3415,Cell13826,0
3416,Cell13970,0
3417,Cell6439,0
3418,Cell10567,0
3419,Cell12027,0
3420,Cell657,0
3421,Cell4661,0
3422,Cell6260,0
3423,Cell988,0
3424,Cell7452,0
3425,Cell10824,0
3426,Cell3474,0
3427,Cell5118,0
3428,Cell9179,0
3429,Cell7183,0
3430,Cell4491,0
3431,Cell1759,0
3432,Cell4069,0
3433,Cell11676,0
3434,Cell12094,0
3435,Cell7868,0
3436,Cell7374,0
3437,Cell2151,0
3438,Cell7293,0
3439,Cell15239,0
3440,Cell7054,0
3441,Cell12979,0
3442,Cell13488,0
3443,Cell15091,0
3444,Cell3479,0
3445,Cell6291,0
3446,Cell12556,0
3447,Cell4214,0
3448,Cell740,0
3449,Cell9705,0
3450,Cell2450,0
3451,Cell6415,0
3452,Cell976,0
3453,Cell7998,0
3454,Cell10157,0
3455,Cell6785,0
3456,Cell1027,0
3457,Cell7429,0
3458,Cell7900,0
3459,Cell13306,0
3460,Cell4648,0
3461,Cell4792,0
3462,Cell7754,0
3463,Cell8598,0
3464,Cell12371,0
3465,Cell11695,0
3466,Cell14129,0
3467,Cell13060,0
3468,Cell15553,0
3469,Cell2378,0
3470,Cell7065,0
3471,Cell14372,0
3472,Cell5327,0
3473,Cell8816,0
3474,Cell6363,0
3475,Cell876,0
3476,Cell10087,0
3477,Cell3879,0
3478,Cell9264,0
3479,Cell2535,0
3480,Cell8186,0
3481,Cell8553,0
3482,Cell822,0
3483,Cell13068,0
3484,Cell12161,0
3485,Cell1545,0
3486,Cell8526,0
3487,Cell8687,0
3488,Cell1801,0
3489,Cell1924,0
3490,Cell10554,0
3491,Cell10253,0
3492,Cell2254,0
3493,Cell833,0
3494,Cell13948,0
3495,Cell4185,0
3496,Cell9229,0
3497,Cell11796,0
3498,Cell11112,0
3499,Cell3368,0
3500,Cell9871,0
3501,Cell13520,0
3502,Cell14853,0
3503,Cell11497,0
3504,Cell9405,0
3505,Cell11437,0
3506,Cell2062,0
3507,Cell7623,0
3508,Cell402,0
3509,Cell12359,0
3510,Cell9052,0
3511,Cell7655,0
3512,Cell4386,0
3513,Cell13332,0
3514,Cell15330,0
3515,Cell14175,0
3516,Cell9333,0
3517,Cell12073,0
3518,Cell132,0
3519,Cell6280,0
3520,Cell8397,0
3521,Cell6049,0
3522,Cell4415,0
3523,Cell949,0
3524,Cell9023,0
3525,Cell14201,0
3526,Cell9109,0
3527,Cell363,0
3528,Cell2977,0
3529,Cell5852,0
3530,Cell6237,0
3531,Cell4966,0
3532,Cell2432,0
3533,Cell7279,0
3534,Cell13935,0
3535,Cell6633,0
3536,Cell9275,0
3537,Cell1798,0
3538,Cell11547,0
3539,Cell13428,0
3540,Cell12737,0
3541,Cell9322,0
3542,Cell6117,0
3543,Cell4749,0
3544,Cell10916,0
3545,Cell5113,0
3546,Cell3729,0
3547,Cell10905,0
3548,Cell1277,0
3549,Cell1506,0
3550,Cell15173,0
3551,Cell5420,0
3552,Cell10130,0
3553,Cell13870,0
3554,Cell1068,0
3555,Cell10761,0
3556,Cell12296,0
3557,Cell4166,0
3558,Cell5669,0
3559,Cell4653,0
3560,Cell19,0
3561,Cell1765,0
3562,Cell2253,0
3563,Cell9662,0
3564,Cell2243,0
3565,Cell9711,0
3566,Cell9995,0
3567,Cell7991,0
3568,Cell2114,0
3569,Cell7263,0
3570,Cell14440,0
3571,Cell8364,0
3572,Cell4365,0
3573,Cell4392,0
3574,Cell8851,0
3575,Cell7300,0
3576,Cell15736,0
3577,Cell15295,0
3578,Cell4995,0
3579,Cell2276,0
3580,Cell6556,0
3581,Cell2267,0
3582,Cell13379,0
3583,Cell818,0
3584,Cell5464,0
3585,Cell76,0
3586,Cell8192,0
3587,Cell13197,0
3588,Cell10573,0
3589,Cell12609,0
3590,Cell11986,0
3591,Cell4267,0
3592,Cell11777,0
3593,Cell10400,0
3594,Cell1616,0
3595,Cell12031,0
3596,Cell4050,0
3597,Cell3185,0
3598,Cell7073,0
3599,Cell12065,0
3600,Cell1120,0
3601,Cell15206,0
3602,Cell5685,0
3603,Cell7699,0
3604,Cell12675,0
3605,Cell7151,0
3606,Cell12726,0
3607,Cell6883,0
3608,Cell13983,0
3609,Cell5553,0
3610,Cell6594,0
3611,Cell1507,0
3612,Cell12618,0
3613,Cell14991,0
3614,Cell14633,0
3615,Cell9416,0
3616,Cell10328,0
3617,Cell6597,0
3618,Cell3283,0
3619,Cell12897,0
3620,Cell13160,0
3621,Cell3803,0
3622,Cell7799,0
3623,Cell7714,0
3624,Cell7439,0
3625,Cell9823,0
3626,Cell15878,0
3627,Cell12791,0
3628,Cell5215,0
3629,Cell9412,0
3630,Cell10326,0
3631,Cell11294,0
3632,Cell5257,0
3633,Cell15480,0
3634,Cell7632,0
3635,Cell316,0
3636,Cell968,0
3637,Cell3645,0
3638,Cell1215,0
3639,Cell4857,0
3640,Cell12954,0
3641,Cell15717,0
3642,Cell13936,0
3643,Cell9343,0
3644,Cell2898,0
3645,Cell15859,0
3646,Cell12142,0
3647,Cell15282,0
3648,Cell9022,0
3649,Cell9650,0
3650,Cell7404,0
3651,Cell14099,0
3652,Cell15572,0
3653,Cell12215,0
3654,Cell2989,0
3655,Cell10104,0
3656,Cell2293,0
3657,Cell7635,0
3658,Cell15677,0
3659,Cell13931,0
3660,Cell5809,0
3661,Cell4503,0
3662,Cell13067,0
3663,Cell10057,0
3664,Cell6319,0
3665,Cell12091,0
3666,Cell378,0
3667,Cell7571,0
3668,Cell9025,0
3669,Cell1925,0
3670,Cell5984,0
3671,Cell4527,0
3672,Cell10754,0
3673,Cell8167,0
3674,Cell2874,0
3675,Cell13949,0
3676,Cell5885,0
3677,Cell5860,0
3678,Cell14499,0
3679,Cell11656,0
3680,Cell6058,0
3681,Cell10745,0
3682,Cell10167,0
3683,Cell9336,0
3684,Cell3345,0
3685,Cell9952,0
3686,Cell13578,0
3687,Cell9613,0
3688,Cell15198,0
3689,Cell11322,0
3690,Cell10291,0
3691,Cell5507,0
3692,Cell4432,0
3693,Cell2723,0
3694,Cell4582,0
3695,Cell14948,0
3696,Cell15390,0
3697,Cell11869,0
3698,Cell13272,0
3699,Cell6549,0
3700,Cell12777,0
3701,Cell13586,0
3702,Cell5068,0
3703,Cell2774,0
3704,Cell1753,0
3705,Cell5823,0
3706,Cell10728,0
3707,Cell12347,0
3708,Cell8080,0
3709,Cell15117,0
3710,Cell4232,0
3711,Cell13626,0
3712,Cell10276,0
3713,Cell11684,0
3714,Cell13193,0
3715,Cell15888,0
3716,Cell11155,0
3717,Cell12445,0
3718,Cell6378,0
3719,Cell1303,0
3720,Cell11011,0
3721,Cell13922,0
3722,Cell11290,0
3723,Cell6643,0
3724,Cell7047,0
3725,Cell11405,0
3726,Cell6966,0
3727,Cell2366,0
3728,Cell10239,0
3729,Cell1045,0
3730,Cell15531,0
3731,Cell14563,0
3732,Cell6342,0
3733,Cell5390,0
3734,Cell6284,0
3735,Cell15123,0
3736,Cell13001,0
3737,Cell3965,0
3738,Cell2848,0
3739,Cell5478,0
3740,Cell11276,0
3741,Cell4360,0
3742,Cell11386,0
3743,Cell2148,0
3744,Cell10654,0
3745,Cell1542,0
3746,Cell12394,0
3747,Cell9268,0
3748,Cell12505,0
3749,Cell6263,0
3750,Cell11471,0
3751,Cell1136,0
3752,Cell6133,0
3753,Cell15539,0
3754,Cell12255,0
3755,Cell14312,0
3756,Cell1891,0
3757,Cell12514,0
3758,Cell9100,0
3759,Cell5813,0
3760,Cell8361,0
3761,Cell8889,0
3762,Cell2184,0
3763,Cell1256,0
3764,Cell980,0
3765,Cell3117,0
3766,Cell6313,0
3767,Cell6853,0
3768,Cell12487,0
3769,Cell4712,0
3770,Cell2548,0
3771,Cell5422,0
3772,Cell13712,0
3773,Cell98,0
3774,Cell10890,0
3775,Cell13989,0
3776,Cell12416,0
3777,Cell12257,0
3778,Cell3341,0
3779,Cell13333,0
3780,Cell10321,0
3781,Cell6269,0
3782,Cell14076,0
3783,Cell15380,0
3784,Cell8034,0
3785,Cell1961,0
3786,Cell2391,0
3787,Cell10416,0
3788,Cell5985,0
3789,Cell12582,0
3790,Cell14472,0
3791,Cell4014,0
3792,Cell14244,0
3793,Cell12804,0
3794,Cell8381,0
3795,Cell3979,0
3796,Cell8489,0
3797,Cell10317,0
3798,Cell9063,0
3799,Cell14466,0
3800,Cell10035,0
3801,Cell1150,0
3802,Cell5731,0
3803,Cell11727,0
3804,Cell12693,0
3805,Cell1451,0
3806,Cell2661,0
3807,Cell8,0
3808,Cell7436,0
3809,Cell5282,0
3810,Cell1015,0
3811,Cell10085,0
3812,Cell6305,0
3813,Cell237,0
3814,Cell15344,0
3815,Cell3972,0
3816,Cell6028,0
3817,Cell4852,0
3818,Cell6839,0
3819,Cell15758,0
3820,Cell2395,0
3821,Cell11143,0
3822,Cell3955,0
3823,Cell7683,0
3824,Cell3579,0
3825,Cell2576,0
3826,Cell6131,0
3827,Cell9945,0
3828,Cell2089,0
3829,Cell6914,0
3830,Cell5974,0
3831,Cell7879,0
3832,Cell13827,0
3833,Cell7979,0
3834,Cell10214,0
3835,Cell7449,0
3836,Cell9085,0
3837,Cell14530,0
3838,Cell13154,0
3839,Cell12607,0
3840,Cell3712,0
3841,Cell648,0
3842,Cell9166,0
3843,Cell14744,0
3844,Cell12981,0
3845,Cell1432,0
3846,Cell3250,0
3847,Cell3500,0
3848,Cell14568,0
3849,Cell7582,0
3850,Cell7005,0
3851,Cell13200,0
3852,Cell4051,0
3853,Cell10462,0
3854,Cell7322,0
3855,Cell3058,0
3856,Cell9960,0
3857,Cell2877,0
3858,Cell5035,0
3859,Cell2216,0
3860,Cell13315,0
3861,Cell10208,0
3862,Cell10439,0
3863,Cell11688,0
3864,Cell7478,0
3865,Cell10275,0
3866,Cell13050,0
3867,Cell1487,0
3868,Cell2513,0
3869,Cell11125,0
3870,Cell4422,0
3871,Cell3499,0
3872,Cell11865,0
3873,Cell2614,0
3874,Cell8056,0
3875,Cell2830,0
3876,Cell2154,0
3877,Cell14673,0
3878,Cell13304,0
3879,Cell11978,0
3880,Cell8645,0
3881,Cell8101,0
3882,Cell12833,0
3883,Cell10251,0
3884,Cell634,0
3885,Cell1971,0
3886,Cell721,0
3887,Cell13777,0
3888,Cell12942,0
3889,Cell5734,0
3890,Cell9521,0
3891,Cell6800,0
3892,Cell1930,0
3893,Cell13896,0
3894,Cell12500,0
3895,Cell2612,0
3896,Cell4025,0
3897,Cell10644,0
3898,Cell6493,0
3899,Cell6100,0
3900,Cell4788,0
3901,Cell13502,0
3902,Cell161,0
3903,Cell9554,0
3904,Cell3711,0
3905,Cell2010,0
3906,Cell1535,0
3907,Cell9566,0
3908,Cell4102,0
3909,Cell10155,0
3910,Cell910,0
3911,Cell3646,0
3912,Cell5389,0
3913,Cell1892,0
3914,Cell706,0
3915,Cell6111,0
3916,Cell13654,0
3917,Cell9020,0
3918,Cell22,0
3919,Cell10688,0
3920,Cell3960,0
3921,Cell13528,0
3922,Cell10884,0
3923,Cell8391,0
3924,Cell4178,0
3925,Cell1479,0
3926,Cell15886,0
3927,Cell726,0
3928,Cell4799,0
3929,Cell3765,0
3930,Cell4156,0
3931,Cell642,0
3932,Cell10919,0
3933,Cell11069,0
3934,Cell15240,0
3935,Cell6456,0
3936,Cell1904,0
3937,Cell3122,0
3938,Cell1124,0
3939,Cell13339,0
3940,Cell7705,0
3941,Cell6547,0
3942,Cell6461,0
3943,Cell7716,0
3944,Cell13370,0
3945,Cell278,0
3946,Cell15653,0
3947,Cell9282,0
3948,Cell2945,0
3949,Cell2163,0
3950,Cell9918,0
3951,Cell1564,0
3952,Cell10631,0
3953,Cell12477,0
3954,Cell11861,0
3955,Cell7505,0
3956,Cell724,0
3957,Cell13913,0
3958,Cell1492,0
3959,Cell11035,0
3960,Cell3046,0
3961,Cell1769,0
3962,Cell15022,0
3963,Cell12519,0
3964,Cell7769,0
3965,Cell7212,0
3966,Cell8040,0
3967,Cell5467,0
3968,Cell8409,0
3969,Cell8556,0
3970,Cell6754,0
3971,Cell9312,0
3972,Cell12183,0
3973,Cell67,0
3974,Cell2801,0
3975,Cell5541,0
3976,Cell4903,0
3977,Cell1718,0
3978,Cell2956,0
3979,Cell8876,0
3980,Cell12223,0
3981,Cell8378,0
3982,Cell11502,0
3983,Cell9083,0
3984,Cell713,0
3985,Cell5987,0
3986,Cell5324,0
3987,Cell2334,0
3988,Cell13829,0
3989,Cell9247,0
3990,Cell2838,0
3991,Cell14405,0
3992,Cell1351,0
3993,Cell15773,0
3994,Cell12193,0
3995,Cell5641,0
3996,Cell7473,0
3997,Cell8723,0
3998,Cell11128,0
3999,Cell15133,0
4000,Cell10126,0
4001,Cell918,0
4002,Cell11663,0
4003,Cell1912,0
4004,Cell10128,0
4005,Cell4092,0
4006,Cell5626,0
4007,Cell5662,0
4008,Cell3202,0
4009,Cell414,0
4010,Cell12772,0
4011,Cell6299,0
4012,Cell8643,0
4013,Cell5309,0
4014,Cell2935,0
4015,Cell11280,0
4016,Cell13147,0
4017,Cell10423,0
4018,Cell10772,0
4019,Cell5348,0
4020,Cell14854,0
4021,Cell10594,0
4022,Cell14495,0
4023,Cell15768,0
4024,Cell13102,0
4025,Cell10500,0
4026,Cell2333,0
4027,Cell9763,0
4028,Cell13600,0
4029,Cell14577,0
4030,Cell10005,0
4031,Cell5070,0
4032,Cell4174,0
4033,Cell14018,0
4034,Cell2901,0
4035,Cell11456,0
4036,Cell468,0
4037,Cell11826,0
4038,Cell3177,0
4039,Cell12715,0
4040,Cell6866,0
4041,Cell2018,0
4042,Cell7706,0
4043,Cell3357,0
4044,Cell5522,0
4045,Cell1226,0
4046,Cell7982,0
4047,Cell756,0
4048,Cell1022,0
4049,Cell7761,0
4050,Cell2631,0
4051,Cell15845,0
4052,Cell4063,0
4053,Cell7855,0
4054,Cell13979,0
4055,Cell9139,0
4056,Cell9476,0
4057,Cell3549,0
4058,Cell5819,0
4059,Cell13373,0
4060,Cell10978,0
4061,Cell7438,0
4062,Cell9007,0
4063,Cell14533,0
4064,Cell11325,0
4065,Cell15033,0
4066,Cell11351,0
4067,Cell5557,0
4068,Cell4578,0
4069,Cell13033,0
4070,Cell3059,0
4071,Cell14993,0
4072,Cell13844,0
4073,Cell2121,0
4074,Cell11178,0
4075,Cell1838,0
4076,Cell14760,0
4077,Cell7614,0
4078,Cell302,0
4079,Cell1528,0
4080,Cell3519,0
4081,Cell5537,0
4082,Cell15547,0
4083,Cell1851,0
4084,Cell10185,0
4085,Cell6598,0
4086,Cell11723,0
4087,Cell2122,0
4088,Cell8533,0
4089,Cell6166,0
4090,Cell9930,0
4091,Cell11871,0
4092,Cell3390,0
4093,Cell11520,0
4094,Cell4082,0
4095,Cell15602,0
4096,Cell10705,0
4097,Cell3431,0
4098,Cell2329,0
4099,Cell12084,0
4100,Cell13994,0
4101,Cell14412,0
4102,Cell7744,0
4103,Cell4008,0
4104,Cell1443,0
4105,Cell3701,0
4106,Cell11659,0
4107,Cell254,0
4108,Cell6765,0
4109,Cell7131,0
4110,Cell10229,0
4111,Cell14680,0
4112,Cell7854,0
4113,Cell14942,0
4114,Cell10889,0
4115,Cell2412,0
4116,Cell14024,0
4117,Cell5401,0
4118,Cell10971,0
4119,Cell12070,0
4120,Cell5738,0
4121,Cell9904,0
4122,Cell7703,0
4123,Cell10981,0
4124,Cell772,0
4125,Cell8429,0
4126,Cell2547,0
4127,Cell3953,0
4128,Cell11792,0
4129,Cell2218,0
4130,Cell3677,0
4131,Cell9045,0
4132,Cell9228,0
4133,Cell13939,0
4134,Cell9721,0
4135,Cell13159,0
4136,Cell3470,0
4137,Cell13696,0
4138,Cell3719,0
4139,Cell10684,0
4140,Cell6654,0
4141,Cell8827,0
4142,Cell14169,0
4143,Cell12789,0
4144,Cell15614,0
4145,Cell2564,0
4146,Cell7662,0
4147,Cell4849,0
4148,Cell4282,0
4149,Cell9090,0
4150,Cell14540,0
4151,Cell10334,0
4152,Cell3427,0
4153,Cell1754,0
4154,Cell1974,0
4155,Cell12599,0
4156,Cell4517,0
4157,Cell4317,0
4158,Cell12858,0
4159,Cell2475,0
4160,Cell14789,0
4161,Cell12896,0
4162,Cell3014,0
4163,Cell2506,0
4164,Cell5404,0
4165,Cell5067,0
4166,Cell4440,0
4167,Cell12465,0
4168,Cell936,0
4169,Cell3702,0
4170,Cell10766,0
4171,Cell3775,0
4172,Cell8451,0
4173,Cell5394,0
4174,Cell5105,0
4175,Cell816,0
4176,Cell9556,0
4177,Cell13359,0
4178,Cell15114,0
4179,Cell12639,0
4180,Cell8804,0
4181,Cell11253,0
4182,Cell13765,0
4183,Cell2365,0
4184,Cell15277,0
4185,Cell15686,0
4186,Cell2367,0
4187,Cell13433,0
4188,Cell3110,0
4189,Cell14861,0
4190,Cell11003,0
4191,Cell2416,0
4192,Cell1802,0
4193,Cell6203,0
4194,Cell7894,0
4195,Cell10153,0
4196,Cell13567,0
4197,Cell3708,0
4198,Cell12129,0
4199,Cell3807,0
4200,Cell15126,0
4201,Cell6775,0
4202,Cell8587,0
4203,Cell11445,0
4204,Cell12764,0
4205,Cell3338,0
4206,Cell10224,0
4207,Cell11537,0
4208,Cell7249,0
4209,Cell4908,0
4210,Cell3109,0
4211,Cell3954,0
4212,Cell14172,0
4213,Cell3217,0
4214,Cell10248,0
4215,Cell9050,0
4216,Cell2610,0
4217,Cell6606,0
4218,Cell15116,0
4219,Cell3081,0
4220,Cell4453,0
4221,Cell3007,0
4222,Cell8332,0
4223,Cell3554,0
4224,Cell6483,0
4225,Cell13202,0
4226,Cell4861,0
4227,Cell5587,0
4228,Cell597,0
4229,Cell5517,0
4230,Cell8705,0
4231,Cell12189,0
4232,Cell14664,0
4233,Cell10937,0
4234,Cell11505,0
4235,Cell8342,0
4236,Cell1065,0
4237,Cell2900,0
4238,Cell3833,0
4239,Cell5770,0
4240,Cell13487,0
4241,Cell13051,0
4242,Cell8821,0
4243,Cell1945,0
4244,Cell5536,0
4245,Cell11532,0
4246,Cell591,0
4247,Cell3827,0
4248,Cell5679,0
4249,Cell13665,0
4250,Cell8238,0
4251,Cell1960,0
4252,Cell13942,0
4253,Cell15367,0
4254,Cell12904,0
4255,Cell11270,0
4256,Cell3804,0
4257,Cell8830,0
4258,Cell4789,0
4259,Cell8487,0
4260,Cell8351,0
4261,Cell9156,0
4262,Cell11220,0
4263,Cell12762,0
4264,Cell5755,0
4265,Cell11402,0
4266,Cell4658,0
4267,Cell2462,0
4268,Cell13145,0
4269,Cell3978,0
4270,Cell11496,0
4271,Cell10278,0
4272,Cell14639,0
4273,Cell2465,0
4274,Cell2970,0
4275,Cell10314,0
4276,Cell11378,0
4277,Cell2949,0
4278,Cell11809,0
4279,Cell13625,0
4280,Cell6359,0
4281,Cell11183,0
4282,Cell13374,0
4283,Cell12253,0
4284,Cell12610,0
4285,Cell6012,0
4286,Cell13926,0
4287,Cell6015,0
4288,Cell5385,0
4289,Cell15056,0
4290,Cell2645,0
4291,Cell5176,0
4292,Cell5740,0
4293,Cell12868,0
4294,Cell276,0
4295,Cell9298,0
4296,Cell3028,0
4297,Cell6181,0
4298,Cell3198,0
4299,Cell4611,0
4300,Cell15077,0
4301,Cell11692,0
4302,Cell7567,0
4303,Cell3104,0
4304,Cell3231,0
4305,Cell221,0
4306,Cell1046,0
4307,Cell15622,0
4308,Cell4816,0
4309,Cell15249,0
4310,Cell11180,0
4311,Cell5008,0
4312,Cell11014,0
4313,Cell6908,0
4314,Cell12221,0
4315,Cell7755,0
4316,Cell4292,0
4317,Cell11438,0
4318,Cell12414,0
4319,Cell4959,0
4320,Cell14307,0
4321,Cell1824,0
4322,Cell4889,0
4323,Cell5656,0
4324,Cell398,0
4325,Cell13453,0
4326,Cell2418,0
4327,Cell10986,0
4328,Cell15885,0
4329,Cell7327,0
4330,Cell6426,0
4331,Cell13516,0
4332,Cell8709,0
4333,Cell1304,0
4334,Cell3351,0
4335,Cell15667,0
4336,Cell7028,0
4337,Cell8094,0
4338,Cell5476,0
4339,Cell4808,0
4340,Cell7488,0
4341,Cell9923,0
4342,Cell11213,0
4343,Cell14218,0
4344,Cell10030,0
4345,Cell8926,0
4346,Cell11479,0
4347,Cell1548,0
4348,Cell7839,0
4349,Cell13609,0
4350,Cell8596,0
4351,Cell15750,0
4352,Cell14275,0
4353,Cell3297,0
4354,Cell12552,0
4355,Cell46,0
4356,Cell13188,0
4357,Cell11702,0
4358,Cell4569,0
4359,Cell1839,0
4360,Cell83,0
4361,Cell6995,0
4362,Cell4701,0
4363,Cell10236,0
4364,Cell6437,0
4365,Cell12633,0
4366,Cell9608,0
4367,Cell9185,0
4368,Cell7978,0
4369,Cell14453,0
4370,Cell1883,0
4371,Cell5790,0
4372,Cell15562,0
4373,Cell8810,0
4374,Cell3545,0
4375,Cell8197,0
4376,Cell7925,0
4377,Cell8215,0
4378,Cell14645,0
4379,Cell12421,0
4380,Cell1349,0
4381,Cell8836,0
4382,Cell15158,0
4383,Cell12399,0
4384,Cell13904,0
4385,Cell15342,0
4386,Cell6314,0
4387,Cell1350,0
4388,Cell14696,0
4389,Cell2300,0
4390,Cell14685,0
4391,Cell7041,0
4392,Cell1727,0
4393,Cell3179,0
4394,Cell11399,0
4395,Cell12914,0
4396,Cell11408,0
4397,Cell7966,0
4398,Cell8229,0
4399,Cell7258,0
4400,Cell674,0
4401,Cell1598,0
4402,Cell4024,0
4403,Cell2666,0
4404,Cell14707,0
4405,Cell15427,0
4406,Cell3038,0
4407,Cell11630,0
4408,Cell852,0
4409,Cell14554,0
4410,Cell13812,0
4411,Cell6144,0
4412,Cell11159,0
4413,Cell15802,0
4414,Cell15101,0
4415,Cell9588,0
4416,Cell4294,0
4417,Cell3043,0
4418,Cell15832,0
4419,Cell9035,0
4420,Cell15163,0
4421,Cell13031,0
4422,Cell13890,0
4423,Cell11839,0
4424,Cell11273,0
4425,Cell7138,0
4426,Cell6685,0
4427,Cell5535,0
4428,Cell7349,0
4429,Cell6827,0
4430,Cell1246,0
4431,Cell4350,0
4432,Cell7530,0
4433,Cell10242,0
4434,Cell4612,0
4435,Cell9428,0
4436,Cell13700,0
4437,Cell7332,0
4438,Cell4436,0
4439,Cell3116,0
4440,Cell10780,0
4441,Cell2041,0
4442,Cell8095,0
4443,Cell12404,0
4444,Cell11775,0
4445,Cell13265,0
4446,Cell9361,0
4447,Cell5410,0
4448,Cell7987,0
4449,Cell429,0
4450,Cell5595,0
4451,Cell8174,0
4452,Cell6977,0
4453,Cell2138,0
4454,Cell5112,0
4455,Cell12800,0
4456,Cell1927,0
4457,Cell14475,0
4458,Cell2192,0
4459,Cell14177,0
4460,Cell3365,0
4461,Cell4729,0
4462,Cell4041,0
4463,Cell781,0
4464,Cell486,0
4465,Cell3896,0
4466,Cell10151,0
4467,Cell12771,0
4468,Cell12708,0
4469,Cell8068,0
4470,Cell12565,0
4471,Cell1118,0
4472,Cell7351,0
4473,Cell2840,0
4474,Cell3352,0
4475,Cell13327,0
4476,Cell6907,0
4477,Cell4593,0
4478,Cell14437,0
4479,Cell201,0
4480,Cell1987,0
4481,Cell9043,0
4482,Cell11468,0
4483,Cell2222,0
4484,Cell5951,0
4485,Cell14768,0
4486,Cell5664,0
4487,Cell8550,0
4488,Cell13692,0
4489,Cell12995,0
4490,Cell6226,0
4491,Cell13604,0
4492,Cell15697,0
4493,Cell7296,0
4494,Cell14758,0
4495,Cell7255,0
4496,Cell3097,0
4497,Cell10899,0
4498,Cell11938,0
4499,Cell11703,0
4500,Cell9611,0
4501,Cell5235,0
4502,Cell7216,0
4503,Cell7222,0
4504,Cell13321,0
4505,Cell11561,0
4506,Cell11634,0
4507,Cell15018,0
4508,Cell361,0
4509,Cell7995,0
4510,Cell3933,0
4511,Cell2579,0
4512,Cell15891,0
4513,Cell1368,0
4514,Cell10285,0
4515,Cell3233,0
4516,Cell3573,0
4517,Cell2189,0
4518,Cell3428,0
4519,Cell10742,0
4520,Cell2665,0
4521,Cell8649,0
4522,Cell12831,0
4523,Cell7206,0
4524,Cell9670,0
4525,Cell15422,0
4526,Cell11542,0
4527,Cell4552,0
4528,Cell945,0
4529,Cell13617,0
4530,Cell3586,0
4531,Cell5690,0
4532,Cell8466,0
4533,Cell1190,0
4534,Cell13358,0
4535,Cell14677,0
4536,Cell5621,0
4537,Cell12838,0
4538,Cell10516,0
4539,Cell10987,0
4540,Cell10383,0
4541,Cell3744,0
4542,Cell15744,0
4543,Cell971,0
4544,Cell3897,0
4545,Cell13756,0
4546,Cell848,0
4547,Cell12036,0
4548,Cell1393,0
4549,Cell7673,0
4550,Cell5247,0
4551,Cell5078,0
4552,Cell9169,0
4553,Cell4605,0
4554,Cell15317,0
4555,Cell11463,0
4556,Cell11028,0
4557,Cell13320,0
4558,Cell1417,0
4559,Cell6610,0
4560,Cell14503,0
4561,Cell4179,0
4562,Cell13632,0
4563,Cell5794,0
4564,Cell1265,0
4565,Cell2252,0
4566,Cell7560,0
4567,Cell14952,0
4568,Cell12735,0
4569,Cell7319,0
4570,Cell15789,0
4571,Cell15483,0
4572,Cell12017,0
4573,Cell15549,0
4574,Cell14931,0
4575,Cell6178,0
4576,Cell10709,0
