Cell_ID,Ligand_Label
Cell54415,6
Cell944,6
Cell20507,6
Cell43658,6
Cell47481,6
Cell58656,6
Cell57285,6
Cell23269,6
Cell28064,6
Cell58622,6
Cell67782,6
Cell64980,6
Cell180,6
Cell16546,6
Cell19509,6
Cell69310,6
Cell43937,6
Cell38120,6
Cell72864,6
Cell68083,6
Cell18949,6
Cell29747,6
Cell70483,6
Cell4219,6
Cell13806,6
Cell29429,6
Cell22613,6
Cell7537,6
Cell56652,6
Cell10707,6
Cell17981,6
Cell21243,6
Cell60513,6
Cell13089,6
Cell9965,6
Cell28202,6
Cell27533,6
Cell61437,6
Cell29268,6
Cell72002,6
Cell65735,6
Cell37152,6
Cell9037,6
Cell49029,6
Cell33430,6
Cell4159,6
Cell34410,6
Cell32776,6
Cell52925,6
Cell26999,6
Cell67368,6
Cell70049,6
Cell2839,6
Cell42403,6
Cell48992,6
Cell34764,6
Cell33178,6
Cell56508,6
Cell21129,6
Cell27696,6
Cell38584,6
Cell33712,6
Cell41485,6
Cell781,6
Cell43592,6
Cell52753,6
Cell3503,6
Cell53363,6
Cell13315,6
Cell2927,6
Cell33081,6
Cell5925,6
Cell56973,6
Cell11380,6
Cell26338,6
Cell62968,6
Cell63274,6
Cell41038,6
Cell3722,6
Cell36729,6
Cell16724,6
Cell36078,6
Cell25583,6
Cell37774,6
Cell23450,6
Cell69094,6
Cell20575,6
Cell26512,6
Cell69539,6
Cell29750,6
Cell25919,6
Cell1655,6
Cell60363,6
Cell24648,6
Cell12132,6
Cell65078,6
Cell31276,6
Cell72337,6
Cell70144,6
Cell50006,6
Cell25188,6
Cell31394,6
Cell42920,6
Cell600,6
Cell14324,6
Cell68415,6
Cell24679,6
Cell43244,6
Cell36593,6
Cell42508,6
Cell70247,6
Cell69635,6
Cell18079,6
Cell43624,6
Cell32433,6
Cell6241,6
Cell29191,6
Cell44006,6
Cell3514,6
Cell10439,6
Cell16356,6
Cell1298,6
Cell18598,6
Cell35333,6
Cell12770,6
Cell62490,6
Cell56840,6
Cell40203,6
Cell32488,6
Cell7878,6
Cell36780,6
Cell35037,6
Cell56682,6
Cell9559,6
Cell31934,6
Cell61272,6
Cell53210,6
Cell27305,6
Cell69646,6
Cell56399,6
Cell63867,6
Cell36613,6
Cell20046,6
Cell44032,6
Cell47538,6
Cell45504,6
Cell29377,6
Cell44767,6
Cell24437,6
Cell52647,6
Cell59708,6
Cell25081,6
Cell61163,6
Cell19789,6
Cell58848,6
Cell39105,6
Cell276,6
Cell58135,6
Cell45938,6
Cell2055,6
Cell55500,6
Cell56764,6
Cell60366,6
Cell39661,6
Cell46973,6
Cell40929,6
Cell25644,6
Cell8423,6
Cell13706,6
Cell9663,6
Cell17480,6
Cell11835,6
Cell44830,6
Cell29497,6
Cell13682,6
Cell57600,6
Cell38129,6
Cell58669,6
Cell9519,6
Cell22507,6
Cell15975,6
Cell45538,6
Cell66947,6
Cell63695,6
Cell43507,6
Cell21512,6
Cell67365,6
Cell66079,6
Cell52850,6
Cell21064,6
Cell35280,6
Cell59462,6
Cell45878,6
Cell21018,6
Cell54154,6
Cell56356,6
Cell57715,6
Cell57993,6
Cell15155,6
Cell31170,6
Cell23371,6
Cell9074,6
Cell21262,6
Cell71491,6
Cell71678,6
Cell16963,6
Cell57475,6
Cell15302,6
Cell42984,6
Cell27543,6
Cell10939,6
Cell48587,6
Cell1305,6
Cell17893,6
Cell50502,6
Cell70643,6
Cell20330,6
Cell65778,6
Cell20526,6
Cell2273,6
Cell5155,6
Cell51185,6
Cell51516,6
Cell72452,6
Cell22535,6
Cell50184,6
Cell29124,6
Cell34714,6
Cell65667,6
Cell24441,6
Cell20172,6
Cell72446,6
Cell17954,6
Cell17733,6
Cell19188,6
Cell44077,6
Cell46923,6
Cell46915,6
Cell50137,6
Cell60370,6
Cell12587,6
Cell36443,6
Cell37595,6
Cell50722,6
Cell70512,6
Cell53037,6
Cell42288,6
Cell27501,6
Cell52771,6
Cell24968,6
Cell44554,6
Cell11878,6
Cell30905,6
Cell43557,6
Cell10313,6
Cell51547,6
Cell30639,6
Cell48558,6
Cell22651,6
Cell66631,6
Cell7734,6
Cell40569,6
Cell4882,6
Cell51968,6
Cell20802,6
Cell71885,6
Cell52635,6
Cell39721,6
Cell58883,6
Cell37244,6
Cell61333,6
Cell40679,6
Cell19279,6
Cell4458,6
Cell69999,6
Cell38400,6
Cell10677,6
Cell27177,6
Cell25849,6
Cell71042,6
Cell55597,6
Cell64571,6
Cell22300,6
Cell65617,6
Cell24940,6
Cell5419,6
Cell62845,6
Cell31075,6
Cell66246,6
Cell27984,6
Cell67589,6
Cell50901,6
Cell66650,6
Cell60566,6
Cell63417,6
Cell55652,6
Cell15806,6
Cell41457,6
Cell70279,6
Cell67930,6
Cell26783,6
Cell13306,6
Cell10019,6
Cell62949,6
Cell22799,6
Cell35853,6
Cell14773,6
Cell17792,6
Cell20497,6
Cell40086,6
Cell51481,6
Cell50698,6
Cell39027,6
Cell13336,6
Cell31345,6
Cell28240,6
Cell60976,6
Cell55570,6
Cell58330,6
Cell61358,6
Cell28846,6
Cell2540,6
Cell40420,6
Cell45771,6
Cell4899,6
Cell7817,6
Cell55080,6
Cell34073,6
Cell22420,6
Cell55653,6
Cell20746,6
Cell29176,6
Cell46049,6
Cell15373,6
Cell37069,6
Cell72525,6
Cell1826,6
Cell30039,6
Cell10418,6
Cell101,6
Cell56585,6
Cell28573,6
Cell59691,6
Cell60179,6
Cell11003,6
Cell34890,6
Cell47184,6
Cell3109,6
Cell37702,6
Cell36147,6
Cell51277,6
Cell32023,6
Cell26031,6
Cell9417,6
Cell37914,6
Cell9313,6
Cell39349,6
Cell30723,6
Cell71915,6
Cell21594,6
Cell73109,6
Cell9242,6
Cell30297,6
Cell54155,6
Cell33243,6
Cell11502,6
Cell26775,6
Cell47859,6
Cell26846,6
Cell25201,6
Cell2959,6
Cell49265,6
Cell55738,6
Cell3105,6
Cell42845,6
Cell63620,6
Cell40302,6
Cell51654,6
Cell12283,6
Cell16793,6
Cell50173,6
Cell31990,6
Cell51706,6
Cell30681,6
Cell4661,6
Cell19704,6
Cell63096,6
Cell4440,6
Cell10411,6
Cell25364,6
Cell41257,6
Cell65246,6
Cell3059,6
Cell32715,6
Cell27165,6
Cell6158,6
Cell47421,6
Cell16390,6
Cell47419,6
Cell30998,6
Cell5788,6
Cell37084,6
Cell71429,6
Cell72199,6
Cell20572,6
Cell66110,6
Cell29564,6
Cell50104,6
Cell41343,6
Cell5126,6
Cell61922,6
Cell21683,6
Cell67110,6
Cell929,6
Cell62328,6
Cell7139,6
Cell20334,6
Cell71018,6
Cell63193,6
Cell17693,6
Cell11799,6
Cell49408,6
Cell72579,6
Cell53267,6
Cell46321,6
Cell20400,6
Cell59805,6
Cell7252,6
Cell14332,6
Cell15610,6
Cell31089,6
Cell32437,6
Cell70192,6
Cell44312,6
Cell11966,6
Cell42743,6
Cell534,6
Cell23491,6
Cell63750,6
Cell67815,6
Cell35679,6
Cell57661,6
Cell23023,6
Cell27881,6
Cell9972,6
Cell49585,6
Cell50147,6
Cell6085,6
Cell2479,6
Cell67857,6
Cell70924,6
Cell59174,6
Cell13909,6
Cell70260,6
Cell23689,6
Cell61056,6
Cell39550,6
Cell7484,6
Cell17920,6
Cell59662,6
Cell62676,6
Cell19430,6
Cell44364,6
Cell51695,6
Cell39503,6
Cell48323,6
Cell67427,6
Cell23006,6
Cell33939,6
Cell63044,6
Cell64881,6
Cell29131,6
Cell45589,6
Cell46302,6
Cell68658,6
Cell25747,6
Cell69290,6
Cell3714,6
Cell68974,6
Cell56500,6
Cell6102,6
Cell57216,6
Cell37100,6
Cell55609,6
Cell29840,6
Cell1644,6
Cell70978,6
Cell41604,6
Cell12650,6
Cell38664,6
Cell32147,6
Cell26199,6
Cell37017,6
Cell66603,6
Cell24172,6
Cell14171,6
Cell35255,6
Cell36331,6
Cell39508,6
Cell35827,6
Cell54654,6
Cell72810,6
Cell15198,6
Cell50063,6
Cell50828,6
Cell53568,6
Cell43325,6
Cell42328,6
Cell3862,6
Cell31872,6
Cell50187,6
Cell4462,6
Cell55918,6
Cell9001,6
Cell33689,6
Cell54677,6
Cell61873,6
Cell47073,6
Cell41525,6
Cell65641,6
Cell26955,6
Cell3744,6
Cell14082,6
Cell5766,6
Cell49206,6
Cell45226,6
Cell57404,6
Cell9570,6
Cell6537,6
Cell40982,6
Cell14353,6
Cell18253,6
Cell7573,6
Cell20285,6
Cell16214,6
Cell59326,6
Cell947,6
Cell418,6
Cell58121,6
Cell51929,6
Cell63068,6
Cell7795,6
Cell42461,6
Cell27574,6
Cell7600,6
Cell65769,6
Cell71625,6
Cell19891,6
Cell56760,6
Cell57747,6
Cell42393,6
Cell46746,6
Cell66479,6
Cell14883,6
Cell60680,6
Cell48169,6
Cell38791,6
Cell9921,6
Cell31902,6
Cell5068,6
Cell65749,6
Cell19739,6
Cell52840,6
Cell28216,6
Cell34673,6
Cell64385,6
Cell3171,6
Cell39356,6
Cell27109,6
Cell64605,6
Cell46454,6
Cell28338,6
Cell34774,6
Cell29349,6
Cell35262,6
Cell28648,6
Cell24766,6
Cell56170,6
Cell54681,6
Cell66253,6
Cell54100,6
Cell19477,6
Cell72056,6
Cell68784,6
Cell28940,6
Cell11215,6
Cell37645,6
Cell67013,6
Cell43188,6
Cell39799,6
Cell51996,6
Cell35972,6
Cell65239,6
Cell589,6
Cell36122,6
Cell52624,6
Cell71417,6
Cell18587,6
Cell18879,6
Cell70772,6
Cell5387,6
Cell40441,6
Cell42211,6
Cell40208,6
Cell41496,6
Cell37358,6
Cell30312,6
Cell60159,6
Cell65206,6
Cell15279,6
Cell48647,6
Cell71005,6
Cell30243,6
Cell35763,6
Cell40380,6
Cell58588,6
Cell11661,6
Cell61045,6
Cell41893,6
Cell67806,6
Cell12209,6
Cell51472,6
Cell4512,6
Cell57634,6
Cell55675,6
Cell42177,6
Cell56089,6
Cell53007,6
Cell45684,6
Cell23997,6
Cell41104,6
Cell17442,6
Cell20781,6
Cell29017,6
Cell53500,6
Cell36874,6
Cell26822,6
Cell5175,6
Cell4615,6
Cell4201,6
Cell51454,6
Cell7341,6
Cell46093,6
Cell13856,6
Cell34503,6
Cell15093,6
Cell59730,6
Cell58159,6
Cell57085,6
Cell31720,6
Cell7650,6
Cell40944,6
Cell22461,6
Cell18407,6
Cell8527,6
Cell44338,6
Cell57159,6
Cell55789,6
Cell57786,6
Cell18257,6
Cell13896,6
Cell39787,6
Cell15169,6
Cell33390,6
Cell46228,6
Cell37471,6
Cell40345,6
Cell7340,6
Cell25641,6
Cell5771,6
Cell1232,6
Cell20512,6
Cell5877,6
Cell48908,6
Cell56425,6
Cell66458,6
Cell23522,6
Cell19278,6
Cell25405,6
Cell29848,6
Cell65317,6
Cell35136,6
Cell35842,6
Cell39465,6
Cell40417,6
Cell30234,6
Cell35674,6
Cell15508,6
Cell51733,6
Cell29904,6
Cell64570,6
Cell41011,6
Cell39600,6
Cell67882,6
Cell44637,6
Cell7547,6
Cell53869,6
Cell70046,6
Cell33678,6
Cell25124,6
Cell11174,6
Cell15288,6
Cell14950,6
Cell17007,6
Cell64180,6
Cell27031,6
Cell32083,6
Cell62287,6
Cell50293,6
Cell5863,6
Cell61956,6
Cell49458,6
Cell52092,6
Cell33529,6
Cell44790,6
Cell55547,6
Cell70193,6
Cell66129,6
Cell37363,6
Cell12857,6
Cell23408,6
Cell13444,6
Cell58310,6
Cell57735,6
Cell12780,6
Cell44083,6
Cell32709,6
Cell14487,6
Cell9192,6
Cell40072,6
Cell64040,6
Cell15782,6
Cell8670,6
Cell53756,6
Cell57343,6
Cell35387,6
Cell34896,6
Cell29964,6
Cell53319,6
Cell64464,6
Cell18354,6
Cell19608,6
Cell25439,6
Cell49723,6
Cell254,6
Cell72562,6
Cell5822,6
Cell49044,6
Cell69247,6
Cell51513,6
Cell24082,6
Cell25876,6
Cell14564,6
Cell58726,6
Cell47330,6
Cell45287,6
Cell16182,6
Cell18508,6
Cell8648,6
Cell5736,6
Cell61457,6
Cell54562,6
Cell23591,6
Cell47475,6
Cell18208,6
Cell71398,6
Cell28189,6
Cell39015,6
Cell6206,6
Cell35754,6
Cell7691,6
Cell11560,6
Cell29988,6
Cell39858,6
Cell50346,6
Cell49119,6
Cell56728,6
Cell57174,6
Cell14509,6
Cell25237,6
Cell56254,6
Cell7384,6
Cell2775,6
Cell5525,6
Cell14199,6
Cell34790,6
Cell37828,6
Cell73009,6
Cell13628,6
Cell48393,6
Cell9901,6
Cell31606,6
Cell71212,6
Cell36458,6
Cell51480,6
Cell14601,6
Cell20452,6
Cell58169,6
Cell38185,6
Cell41159,6
Cell52325,6
Cell13082,6
Cell64237,6
Cell35557,6
Cell23513,6
Cell41361,6
Cell11849,6
Cell9138,6
Cell17097,6
Cell2096,6
Cell52661,6
Cell55456,6
Cell1109,6
Cell29225,6
Cell30666,6
Cell65277,6
Cell47917,6
Cell66346,6
Cell48598,6
Cell48960,6
Cell30537,6
Cell28055,6
Cell5040,6
Cell66492,6
Cell65318,6
Cell18974,6
Cell15525,6
Cell50471,6
Cell67349,6
Cell9278,6
Cell60173,6
Cell67500,6
Cell4452,6
Cell40647,6
Cell53619,6
Cell54804,6
Cell9432,6
Cell36396,6
Cell22701,6
Cell21771,6
Cell28234,6
Cell44889,6
Cell23489,6
Cell42670,6
Cell1369,6
Cell35545,6
Cell9892,6
Cell37485,6
Cell19208,6
Cell59714,6
Cell19803,6
Cell442,6
Cell10134,6
Cell66997,6
Cell53270,6
Cell68509,6
Cell6407,6
Cell46786,6
Cell31008,6
Cell20779,6
Cell7925,6
Cell32867,6
Cell9751,6
Cell71799,6
Cell72415,6
Cell72428,6
Cell3062,6
Cell70288,6
Cell70109,6
Cell54886,6
Cell16615,6
Cell53109,6
Cell46021,6
Cell12307,6
Cell69931,6
Cell34313,6
Cell52482,6
Cell45720,6
Cell36744,6
Cell70923,6
Cell5235,6
Cell11016,6
Cell44640,6
Cell66101,6
Cell9036,6
Cell66428,6
Cell18668,6
Cell8240,6
Cell58150,6
Cell70328,6
Cell13029,6
Cell49860,6
Cell11691,6
Cell11308,6
Cell58500,6
Cell36384,6
Cell13985,6
Cell29323,6
Cell22105,6
Cell21970,6
Cell62910,6
Cell49837,6
Cell6624,6
Cell65441,6
Cell71207,6
Cell6993,6
Cell23042,6
Cell59392,6
Cell13429,6
Cell70336,6
Cell4577,6
Cell56494,6
Cell4821,6
Cell54258,6
Cell10611,6
Cell28784,6
Cell72387,6
Cell26637,6
Cell56392,6
Cell46619,6
Cell63744,6
Cell45305,6
Cell47441,6
Cell26022,6
Cell13873,6
Cell49010,6
Cell18246,6
Cell40373,6
Cell67593,6
Cell15869,6
Cell7740,6
Cell62389,6
Cell46382,6
Cell4681,6
Cell40217,6
Cell25730,6
Cell4680,6
Cell37762,6
Cell56442,6
Cell68096,6
Cell71065,6
Cell9506,6
Cell31968,6
Cell28720,6
Cell64098,6
Cell23896,6
Cell56113,6
Cell46820,6
Cell40191,6
Cell1143,6
Cell63932,6
Cell54589,6
Cell23293,6
Cell28755,6
Cell35295,6
Cell60188,6
Cell31596,6
Cell70023,6
Cell10705,6
Cell22954,6
Cell18385,6
Cell6792,6
Cell30779,6
Cell71774,6
Cell11033,6
Cell1618,6
Cell34399,6
Cell64906,6
Cell42770,6
Cell32704,6
Cell58837,6
Cell59834,6
Cell65002,6
Cell9685,6
Cell20828,6
Cell24607,6
Cell57650,6
Cell2087,6
Cell45607,6
Cell22075,6
Cell5700,6
Cell38081,6
Cell70883,6
Cell47498,6
Cell23188,6
Cell12920,6
Cell32920,6
Cell4920,6
Cell14107,6
Cell3273,6
Cell17508,6
Cell28592,6
Cell55819,6
Cell47960,6
Cell20714,6
Cell62354,6
Cell48943,6
Cell41518,6
Cell8222,6
Cell42609,6
Cell3876,6
Cell48920,6
Cell21930,6
Cell21656,6
Cell57419,6
Cell14223,6
Cell36189,6
Cell67554,6
Cell47406,6
Cell35369,6
Cell51303,6
Cell26134,6
Cell58650,6
Cell41131,6
Cell48747,6
Cell64096,6
Cell21486,6
Cell17313,6
Cell5188,6
Cell18205,6
Cell3239,6
Cell14317,6
Cell53569,6
Cell66104,6
Cell66182,6
Cell12458,6
Cell33366,6
Cell35297,6
Cell72438,6
Cell49384,6
Cell62048,6
Cell57617,6
Cell20404,6
Cell22498,6
Cell62652,6
Cell19682,6
Cell43556,6
Cell50571,6
Cell49727,6
Cell41232,6
Cell35904,6
Cell51923,6
Cell7505,6
Cell67226,6
Cell29430,6
Cell46871,6
Cell44820,6
Cell66399,6
Cell7041,6
Cell13760,6
Cell59321,6
Cell10937,6
Cell37188,6
Cell30588,6
Cell55258,6
Cell1902,6
Cell55122,6
Cell63609,6
Cell42247,6
Cell59422,6
Cell30258,6
Cell3816,6
Cell44240,6
Cell56370,6
Cell1311,6
Cell6272,6
Cell24659,6
Cell70433,6
Cell69630,6
Cell47609,6
Cell24415,6
Cell38327,6
Cell53144,6
Cell49287,6
Cell3449,6
Cell60401,6
Cell34388,6
Cell62179,6
Cell30392,6
Cell67431,6
Cell39889,6
Cell8946,6
Cell63430,6
Cell58437,6
Cell43514,6
Cell56210,6
Cell41499,6
Cell66549,6
Cell17891,6
Cell8335,6
Cell39012,6
Cell67098,6
Cell29946,6
Cell34104,6
Cell25773,6
Cell31164,6
Cell6005,6
Cell14180,6
Cell8547,6
Cell31227,6
Cell53566,6
Cell36374,6
Cell64063,6
Cell2688,6
Cell47677,6
Cell50272,6
Cell62816,6
Cell46244,6
Cell56521,6
Cell60524,6
Cell67565,6
Cell17445,6
Cell5805,6
Cell44138,6
Cell70367,6
Cell50777,6
Cell15901,6
Cell42286,6
Cell49731,6
Cell54351,6
Cell38879,6
Cell4342,6
Cell25356,6
Cell14998,6
Cell67354,6
Cell33796,6
Cell5456,6
Cell19548,6
Cell65536,6
Cell34727,6
Cell28491,6
Cell17066,6
Cell11480,6
Cell5330,6
Cell49057,6
Cell6276,6
Cell44905,6
Cell24745,6
Cell23643,6
Cell7231,6
Cell50986,6
Cell66961,6
Cell67911,6
Cell12754,6
Cell69706,6
Cell38728,6
Cell2943,6
Cell47294,6
Cell72856,6
Cell43961,6
Cell65512,6
Cell21977,6
Cell39065,6
Cell63129,6
Cell72164,6
Cell27922,6
Cell49873,6
Cell63938,6
Cell66955,6
Cell49385,6
Cell47733,6
Cell11999,6
Cell59803,6
Cell53635,6
Cell7021,6
Cell54751,6
Cell33836,6
Cell54672,6
Cell61751,6
Cell60653,6
Cell36152,6
Cell67934,6
Cell29556,6
Cell30932,6
Cell68923,6
Cell23170,6
Cell65695,6
Cell70134,6
Cell32933,6
Cell29233,6
Cell41068,6
Cell48738,6
Cell6715,6
Cell48226,6
Cell58283,6
Cell23955,6
Cell72978,6
Cell57289,6
Cell2653,6
Cell35259,6
Cell30979,6
Cell4491,6
Cell6681,6
Cell55586,6
Cell22628,6
Cell21293,6
Cell30963,6
Cell25177,6
Cell48346,6
Cell34286,6
Cell35090,6
Cell63292,6
Cell66796,6
Cell15874,6
Cell10495,6
Cell28826,6
Cell23751,6
Cell18736,6
Cell30828,6
Cell60010,6
Cell6463,6
Cell16178,6
Cell16567,6
Cell29668,6
Cell58387,6
Cell34232,6
Cell32242,6
Cell65161,6
Cell47276,6
Cell12979,6
Cell72385,6
Cell17471,6
Cell46291,6
Cell68783,6
Cell32044,6
Cell67029,6
Cell65701,6
Cell58957,6
Cell10930,6
Cell34070,6
Cell72226,6
Cell6506,6
Cell34390,6
Cell69998,6
Cell55233,6
Cell43530,6
Cell36187,6
Cell35584,6
Cell32603,6
Cell44740,6
Cell58202,6
Cell34505,6
Cell66259,6
Cell70887,6
Cell3135,6
Cell27382,6
Cell67446,6
Cell43986,6
Cell18132,6
Cell9294,6
Cell49278,6
Cell3963,6
Cell69784,6
Cell10241,6
Cell2416,6
Cell2669,6
Cell63873,6
Cell27765,6
Cell29164,6
Cell11118,6
Cell51327,6
Cell14175,6
Cell65118,6
Cell43027,6
Cell21235,6
Cell53408,6
Cell68423,6
Cell59146,6
Cell59457,6
Cell12640,6
Cell42062,6
Cell2404,6
Cell31865,6
Cell1505,6
Cell61776,6
Cell63500,6
Cell43250,6
Cell28568,6
Cell33298,6
Cell52461,6
Cell3230,6
Cell20957,6
Cell30883,6
Cell54972,6
Cell26565,6
Cell45515,6
Cell30990,6
Cell58477,6
Cell19507,6
Cell38718,6
Cell27396,6
Cell62974,6
Cell34571,6
Cell5787,6
Cell8508,6
Cell68731,6
Cell12405,6
Cell58113,6
Cell66156,6
Cell43062,6
Cell23383,6
Cell72993,6
Cell43771,6
Cell41615,6
Cell34308,6
Cell17167,6
Cell31994,6
Cell39927,6
Cell11800,6
Cell63586,6
Cell28364,6
Cell69757,6
Cell18885,6
Cell28924,6
Cell67507,6
Cell42754,6
Cell48320,6
Cell67075,6
Cell40834,6
Cell4710,6
Cell60584,6
Cell51963,6
Cell69696,6
Cell56998,6
Cell60098,6
Cell53282,6
Cell48534,6
Cell47699,6
Cell59013,6
Cell54401,6
Cell60827,6
Cell6171,6
Cell66508,6
Cell13511,6
Cell44193,6
Cell40692,6
Cell42707,6
Cell2052,6
Cell30822,6
Cell9569,6
Cell24048,6
Cell17400,6
Cell19869,6
Cell43892,6
Cell52146,6
Cell22348,6
Cell15107,6
Cell55267,6
Cell19723,6
Cell45761,6
Cell46409,6
Cell34783,6
Cell14292,6
Cell5204,6
Cell54755,6
Cell27062,6
Cell31466,6
Cell15111,6
Cell67021,6
Cell764,6
Cell28697,6
Cell42339,6
Cell34464,6
Cell6125,6
Cell51128,6
Cell18785,6
Cell5757,6
Cell10060,6
Cell17558,6
Cell27068,6
Cell48605,6
Cell35879,6
Cell65396,6
Cell44572,6
Cell21505,6
Cell6750,6
Cell51606,6
Cell6965,6
Cell13481,6
Cell31158,6
Cell72599,6
Cell1069,6
Cell39172,6
Cell45314,6
Cell16990,6
Cell19629,6
Cell29955,6
Cell10129,6
Cell37930,6
Cell52712,6
Cell3231,6
Cell54538,6
Cell50497,6
Cell21548,6
Cell48447,6
Cell24222,6
Cell54116,6
Cell18568,6
Cell35578,6
Cell20072,6
Cell59671,6
Cell46390,6
Cell24285,6
Cell70532,6
Cell66700,6
Cell23370,6
Cell11602,6
Cell12767,6
Cell21925,6
Cell30876,6
Cell49401,6
Cell19170,6
Cell16327,6
Cell50370,6
Cell68365,6
Cell65816,6
Cell28635,6
Cell16074,6
Cell22028,6
Cell11121,6
Cell48120,6
Cell34729,6
Cell64948,6
Cell4481,6
Cell13237,6
Cell15981,6
Cell38518,6
Cell55447,6
Cell1986,6
Cell14309,6
Cell26768,6
Cell69259,6
Cell16269,6
Cell16611,6
Cell33648,6
Cell14522,6
Cell54203,6
Cell33875,6
Cell34148,6
Cell30712,6
Cell22032,6
Cell30845,6
Cell62270,6
Cell61025,6
Cell10525,6
Cell34329,6
Cell11050,6
Cell33731,6
Cell8236,6
Cell32210,6
Cell13623,6
Cell69748,6
Cell63413,6
Cell13625,6
Cell68815,6
Cell34350,6
Cell49905,6
Cell53611,6
Cell5499,6
Cell28569,6
Cell70760,6
Cell39156,6
Cell43080,6
Cell1222,6
Cell73032,6
Cell40581,6
Cell20130,6
Cell37411,6
Cell61071,6
Cell11939,6
Cell24301,6
Cell28284,6
Cell48780,6
Cell20656,6
Cell51991,6
Cell71024,6
Cell9188,6
Cell67468,6
Cell49509,6
Cell6950,6
Cell13086,6
Cell69909,6
Cell8731,6
Cell36260,6
Cell27903,6
Cell42418,6
Cell19415,6
Cell50626,6
Cell18931,6
Cell25182,6
Cell67992,6
Cell58288,6
Cell20641,6
Cell65136,6
Cell66455,6
Cell8358,6
Cell41037,6
Cell3490,6
Cell6142,6
Cell58368,6
Cell2982,6
Cell19396,6
Cell14221,6
Cell72825,6
Cell8364,6
Cell65178,6
Cell38689,6
Cell61289,6
Cell21614,6
Cell32051,6
Cell11872,6
Cell65875,6
Cell63622,6
Cell25614,6
Cell52060,6
Cell71443,6
Cell339,6
Cell61438,6
Cell46740,6
Cell5763,6
Cell60405,6
Cell14213,6
Cell52724,6
Cell7532,6
Cell38197,6
Cell70969,6
Cell28763,6
Cell36083,6
Cell38309,6
Cell5652,6
Cell5143,6
Cell3213,6
Cell57813,6
Cell26049,6
Cell18717,6
Cell36771,6
Cell36134,6
Cell24473,6
Cell24261,6
Cell14212,6
Cell22976,6
Cell52432,6
Cell22710,6
Cell2467,6
Cell54367,6
Cell28396,6
Cell52142,6
Cell21652,6
Cell22178,6
Cell23865,6
Cell10645,6
Cell40265,6
Cell14061,6
Cell63241,6
Cell12866,6
Cell64050,6
Cell25789,6
Cell56775,6
Cell29272,6
Cell13666,6
Cell35900,6
Cell2340,6
Cell23889,6
Cell69427,6
Cell13226,6
Cell73015,6
Cell8579,6
Cell16303,6
Cell62697,6
Cell12988,6
Cell13766,6
Cell35244,6
Cell11413,6
Cell55019,6
Cell32688,6
Cell47053,6
Cell62859,6
Cell39127,6
Cell44374,6
Cell25061,6
Cell13173,6
Cell60066,6
Cell56778,6
Cell71895,6
Cell2346,6
Cell25411,6
Cell5875,6
Cell17423,6
Cell72285,6
Cell52322,6
Cell15241,6
Cell66313,6
Cell35164,6
Cell69916,6
Cell6018,6
Cell58039,6
Cell27125,6
Cell34561,6
Cell43492,6
Cell2769,6
Cell1358,6
Cell28177,6
Cell58205,6
Cell62359,6
Cell36806,6
Cell20915,6
Cell10471,6
Cell6597,6
Cell56394,6
Cell55948,6
Cell35893,6
Cell34452,6
Cell56637,6
Cell61266,6
Cell61298,6
Cell72262,6
Cell26432,6
Cell17561,6
Cell11862,6
Cell38261,6
Cell23632,6
Cell2953,6
Cell6214,6
Cell20877,6
Cell70156,6
Cell30731,6
Cell18320,6
Cell20114,6
Cell68586,6
Cell67248,6
Cell59809,6
Cell31183,6
Cell16704,6
Cell54608,6
Cell38067,6
Cell20986,6
Cell42408,6
Cell53526,6
Cell34140,6
Cell36244,6
Cell18076,6
Cell67599,6
Cell25157,6
Cell66402,6
Cell9217,6
Cell10929,6
Cell69243,6
Cell52194,6
Cell63789,6
Cell1008,6
Cell67259,6
Cell2390,6
Cell12757,6
Cell70517,6
Cell58602,6
Cell14728,6
Cell41613,6
Cell60177,6
Cell54205,6
Cell19693,6
Cell69872,6
Cell38048,6
Cell22263,6
Cell60325,6
Cell13729,6
Cell70899,6
Cell27108,6
Cell67181,6
Cell56718,6
Cell35681,6
Cell62655,6
Cell52234,6
Cell33555,6
Cell40448,6
Cell4341,6
Cell17477,6
Cell38145,6
Cell5337,6
Cell23459,6
Cell72209,6
Cell55585,6
Cell52946,6
Cell71905,6
Cell8297,6
Cell10183,6
Cell52374,6
Cell58180,6
Cell4105,6
Cell57590,6
Cell5406,6
Cell10656,6
Cell24663,6
Cell57648,6
Cell43829,6
Cell25463,6
Cell65538,6
Cell33263,6
Cell46902,6
Cell66514,6
Cell63497,6
Cell38028,6
Cell14881,6
Cell34940,6
Cell67433,6
Cell36293,6
Cell71492,6
Cell52543,6
Cell5693,6
Cell63914,6
Cell55196,6
Cell65029,6
Cell27739,6
Cell24466,6
Cell59505,6
Cell60458,6
Cell68890,6
Cell12591,6
Cell23607,6
Cell21838,6
Cell65166,6
Cell47342,6
Cell66240,6
Cell63831,6
Cell48501,6
Cell11375,6
Cell42213,6
Cell12752,6
Cell3307,6
Cell33913,6
Cell11592,6
Cell17921,6
Cell4013,6
Cell60802,6
Cell71114,6
Cell3818,6
Cell47052,6
Cell67998,6
Cell57434,6
Cell60854,6
Cell12353,6
Cell15391,6
Cell55312,6
Cell62155,6
Cell15684,6
Cell12646,6
Cell1182,6
Cell45764,6
Cell37324,6
Cell9831,6
Cell61199,6
